"","iati.identifier","hierarchy","last.updated.datetime","default.language","reporting.org","reporting.org.ref","reporting.org.type","reporting.org.type.code","title","description","activity.status.code","start.planned","end.planned","start.actual","end.actual","participating.org..Accountable.","participating.org.ref..Accountable.","participating.org.type..Accountable.","participating.org.type.code..Accountable.","participating.org..Funding.","participating.org.ref..Funding.","participating.org.type..Funding.","participating.org.type.code..Funding.","participating.org..Extending.","participating.org.ref..Extending.","participating.org.type..Extending.","participating.org.type.code..Extending.","participating.org..Implementing.","participating.org.ref..Implementing.","participating.org.type..Implementing.","participating.org.type.code..Implementing.","recipient.country.code","recipient.country","recipient.country.percentage","recipient.region.code","recipient.region","recipient.region.percentage","sector.code","sector","sector.percentage","sector.vocabulary","sector.vocabulary.code","collaboration.type.code","default.finance.type.code","default.flow.type.code","default.aid.type.code","default.tied.status.code","default.currency","currency","total.Commitment","total.Disbursement","total.Expenditure","total.Incoming.Funds","total.Interest.Repayment","total.Loan.Repayment","total.Reimbursement"
"1507","US-EIN-300108263-GGProj:15134",NA,"2015-09-14 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Providing safe drinking water for govt school kids","Children from Govt schools in India often do not have access to clean drinking water. There have many cases of children falling sick after drinking water from hand pumps or other contaminated water sources. The project is created with the objective of providing safe drinking water to these kids. We will identify & reach out to 25 schools in rural parts of Karnataka which require this support and provide a water purifier and 80 litre storage tank, which would serve the children of these schools.","3","2013-10-01","2014-02-21",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"Hindu Seva Pratishthana","US-GG-13095",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"10195","0","0",0,0,0
"1508","US-EIN-300108263-GGProj:15215",NA,"2015-09-14 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Nutrition&Literacy for 40 tribal children in India","About 53 yanadi tribal families erected huts at Bheemannakonda located on the hill top near Milk Project area in Vijayawada.They are extremely away from the mainstream.Their culture,attitudes,behaviors are different from others and their life styles are more pathetic.They are the silent sufferers due to their ignorance and100% illiteracy.The families depending on collection of waste materials and fishing related activities.The plight of the children is very much underdeveloped and pitiable.","3","2013-11-25","2014-01-01",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"KANTHI SAMSTHA","US-GG-13494",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"50","0","0",0,0,0
"1509","US-EIN-300108263-GGProj:15226",NA,"2015-09-14 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Cyclone Phailin Relief Fund for India","Cyclone Phailin struck the eastern coast of India with winds as high as 136 mph (220 km/h) and a storm surge of 11 feet (3.4 m). The storm system is half the size of India and has destroyed thousands of homes, displacing tens of thousands of people. This fund will provide emergency relief to victims.Funds will be disbursed to international and local nonprofit partners including International Medical Corps and Save the Children.","3","2013-10-12","2014-07-30",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"GlobalGiving","US-GG-189",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"10221","0","0",0,0,0
"1510","US-EIN-300108263-GGProj:1524",NA,"2015-09-18 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Training 150 Community Video Producers in india","The project is a community news network for the poor to accelerate social change by producing videos on their unheard stories that are shown to thousands within their communities and on TV and web.","3","2006-08-17","2015-03-26",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"Video Volunteers","US-GG-616",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"33888","0","0",0,0,0
"1511","US-EIN-300108263-GGProj:15241",NA,"2015-09-14 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","The Britain-India Marathon Race Challenge","Multiple marathons across Britain and India to raise funds for the Salaam Baalak Trust. The trust works with street children, giving them the right to a childhood and the empowerment to develop fulfilling lives. They provide long-term, full-care residential facilities, ongoing contact point programs, an emergency telephone help line for children in distress and an educational, recreational and vocational support system. Please help me, help them.","3","2013-10-14","2015-08-11",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"Salaam Baalak Trust","US-GG-17287",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"10715","0","0",0,0,0
"1512","US-EIN-300108263-GGProj:15242",NA,"2015-09-14 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Emergency Relief for Victims of Cyclone Phailin","International Medical Corps' Emergency Response Team is on the ground in India following Cyclone Phailin, a powerful cyclone that struck the country's east coast on October 12. International Medical Corps' emergency response doctors are on the ground, determining the needs of the more than 8 million people affected by this storm. The Indian government's preparation saved countless lives, but survivors now need emergency medical care and non-food items like tents and water purification equipment.","3","2013-10-16","2014-08-06",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"International Medical Corps","US-GG-601",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"10","0","0",0,0,0
"1513","US-EIN-300108263-GGProj:15248",NA,"2015-09-14 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Provide 10 Orphans In India A Home Of Their Own","We are helping 10-12 orphan children have a safe place to call home. Our partner, Mercy Homes, provides family style, loving orphan care including education, medical care and daily nutrition. We come along side them to raise funds to build the home. Your donation provides orphans safe shelter, and ulimately a future free from crime or the sex trade. Your donation helps build safety and shelter...every child needs a safe place to call home.","3","2013-11-25","2014-01-01",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"200 Orphanages Worldwide","US-GG-16757",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"691","0","0",0,0,0
"1514","US-EIN-300108263-GGProj:15264",NA,"2015-09-14 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Ensuring A Child 1 Year Education With $ 11","Indigenous people in North East India live under $1 a day! With no access to information, formal education, children roam the forest or are exposed to various manipulations and exploitation. Out of school children are trafficked and sold like commodities. More than 200 children were rescued in 2013 alone from individual and organizations in the pretext of giving them education or job! This project ""Hold a Child"" will sent indigenous children to school.","3","2013-11-25","2014-01-01",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"Bible Hill Youth Club","US-GG-8396",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"510","0","0",0,0,0
"1515","US-EIN-300108263-GGProj:15268",NA,"2015-09-14 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Relief Efforts in India","In 1999 a cyclone in the same area killed 10,000 people, but only 23 people are reported to have been killed by this cyclone, largely thanks to the evacuation of a million people to temporary shelters by the authorities. However, there are still very considerable humanitarian needs in the region, with nine million people affected and large numbers displaced to cyclone shelters and spontaneous camps.","3","2013-10-30","2014-04-08",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"Oxfam America","US-GG-4159",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"10","0","0",0,0,0
"1516","US-EIN-300108263-GGProj:15305",NA,"2015-09-14 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Stopping the Slaughter. Save the Amur falcon","Every year, Amur falcons (Falco amurensis) fly 22,000 km from Siberia to Africa -the longest migration of any raptor. Nagaland in India is their last stop before a 3000 km-long flight across the Indian Ocean. The birds have traditionally been hunted in Nagaland during their roosting period, but last year, reports of mass killings caused consternation across the world. Addressing this issue, WTI's Rapid Action Project (RAP) has initiated activities involving villagers in protecting the falcons.","3","2013-11-07","2014-07-22",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"Wildlife Trust of India","US-GG-9916",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"700","0","0",0,0,0
"1517","US-EIN-300108263-GGProj:15310",NA,"2015-09-14 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Drinking water for 24 villages of Thimmampalli GP","Water to drink is a basic need and yet 97 million people in India do not have access to safe water. We have established a community water plant working with the Thimmampalli Gram Panchayat in Chikkaballapur, Karnataka to address the issue of fluoride contaminated water, which is used by about 8000 people. We would like to provide drinking water to all 8000 people at approx 0.02 USD per liter of water but need a vehicle to supply water to villages that are at a distance of 3 to 10 kms away.","3","2013-11-25","2015-07-21",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"Swasti","US-GG-16562",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"5088","0","0",0,0,0
"1518","US-EIN-300108263-GGProj:1532",NA,"2015-11-03 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Essential Oils to Improve Tibetans' Health","Provide funding for buying and growing essential oils.  Oils are used topically to treat disease and infection at a refugee clinic in India for 380 families and over 600 Tibetan children.","3","2008-08-05","2015-11-03",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"Creating Hope International (CHI)","US-GG-254",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"3560","0","0",0,0,0
"1519","US-EIN-300108263-GGProj:15325",NA,"2015-09-14 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Blue Cross of India 50th Year Rescue Fund","The Blue Cross of India shares it's 50th year in 2014 and this project will help fund the tireless rescue service they provide for the sick and injured animals of Chennai, India.","3","2013-10-30","2014-10-13",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"Blue Cross of India","US-GG-9333",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"3972","0","0",0,0,0
"1520","US-EIN-300108263-GGProj:15328",NA,"2015-09-14 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Help for handicapped and poor children in India","This project is maintaining good standards in providing of a full range of items such as emergency medical equipment, nutrition food,clothing and providing education to the handicapped and poor children,in Andhra pradesh ,India.","3","2013-11-25","2014-01-01",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"SAADHANA EDUCATIONAL AND RURAL DEVELOPMENT SOCIETY","US-GG-13399",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"50","0","0",0,0,0
"1521","US-EIN-300108263-GGProj:15335",NA,"2015-09-14 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Sponsor A Girl Child.","The project provides educational sponsorship for poor Girl children's  provides educational opportunity to girls, from socially and economically disadvantaged communities of Karnataka, marred children, children of davadasi, HIV AIDS affected orphans children, from untouchable community children's aged between 6 to 18 years. Nutrition supplementary, school uniforms ,text and note  books, life skill training from 16 year onward. Along with curricular input provided to them taking them study tour,","3","2013-11-25","2014-01-01",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"Action Initiative for Development (AID)","US-GG-13126",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"435","0","0",0,0,0
"1522","US-EIN-300108263-GGProj:1539",NA,"2015-09-18 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Water & Toilet Loans in Indian Villages","Berhampur and Aska, face a clean water & sanitation crisis. Project assists families in obtaining individual loans to build their own water tap and latrine in their home.","3","2006-08-24","2009-01-08",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"Water.org","US-GG-141",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"4847","0","0",0,0,0
"1523","US-EIN-300108263-GGProj:15445",NA,"2015-09-14 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Building a first great school - in rural Karnataka","DRL (Developing Real Learners) is an NGO set on transforming education globally.  With a simple vision of helping all young people become the best learners they can be, DRL brings cutting-edge methodology to the poorest communities. No need for technology - simply a paradigm shift, training and support for self-sufficiency.  In Karnataka, we are building the first of many DRL schools for 300 children who otherwise would have to work and miss out on education.  One school to set the world ablaze!","3","2013-11-25","2014-01-01",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"Developing Real Learners","US-GG-16733",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"1045","0","0",0,0,0
"1524","US-EIN-300108263-GGProj:15460",NA,"2015-09-14 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Infrastructure for APD Resource Centre, Bangalore","Since 1959 The Association of People with Disability (APD) is working with People with Disability with the sole objective of facilitating and empowering them to be functionally and financially independent. We do this through Education, Vocational Training & Livelihood, Healthcare, Therapy & Mobility Aids, Advocacy and Network & Collaboration with other NGOs. At any point of time we reach out to over 25,000 people with disability across Karnataka through our institutional and community based prog","3","2013-11-07","2014-04-28",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"The Association of People with Disability","US-GG-9300",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"100","0","0",0,0,0
"1525","US-EIN-300108263-GGProj:15464",NA,"2015-09-14 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Reduce childhood malnutrition in Indian slums","Support a program that reduces severe malnutrition in young children living in a large slum of 17,000 people in Northern India. The program produces long term impacts by educating parents about the relationship between weight and health, and demonstrating nutritious and low cost recipes with local ingredients. Pregnant women receive pre and postnatal care to ensure that every child gets a healthy start.","3","2013-11-25","2015-03-26",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"DIR (Developing Indigenous Resources)","US-GG-14703",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"9573","0","0",0,0,0
"1526","US-EIN-300108263-GGProj:15513",NA,"2015-09-14 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Umang.","Being born HIV positive is no longer a death sentence. In Mumbai, we run a private pediatric ART center where 30 infected children have been enrolled. Here, we cover poorest of poor families who can not afford to access public health services for loss of daily wages, long distance travels, indifference/apathy,social stigma , discrimination. War is over, ravages of war continue. Qualified doctors, counselors, volunteers have taken up the challenge of up scaling it to 100 children in near future.","3","2013-11-25","2014-01-01",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"Sanmitra trust.","US-GG-16662",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"100","0","0",0,0,0
"1527","US-EIN-300108263-GGProj:15516",NA,"2013-12-04 00:00:00","en","GlobalGiving","US-EIN-300108263","International NGO","21","Save a Child's Life this Winter","The Winter Warmth Appeal gives blankets and warm clothing directly to families and children who live on the streets and in desperately poor communities in Bihar India","3","2013-11-08","2013-12-04",NA,NA,NA,NA,NA,NA,"GlobalGiving","US-EIN-300108263","International NGO",21,NA,NA,NA,NA,"People First Educational Charitable Trust","US-GG-585",NA,NA,"IN","India","",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,30,"C01",NA,"USD",NA,0,"1162","0","0",0,0,0
