aid,title,reporting,commitment,spend,currency
SE-0-SE-6-4319942001-IND-13020,PMT-Linköping Collaborati - PMT Project cost,"Sweden, through Swedish International Development Cooperation Agency (Sida)",1605909,1355318,USD
DAC-1601-OPP1017181,PATH,Bill & Melinda Gates Foundation,1598808,1598808,USD
CA-3-D001980001,Improving Education Quality and Learning for Tibetan Children,"Canada - Foreign Affairs, Trade and Development Canada - Affaires étrangères, Commerce et Développement Canada",1584926,396231,USD
CA-3-S063413PRG,Global Program Partnership - Program 2007-2012,"Canada - Foreign Affairs, Trade and Development Canada - Affaires étrangères, Commerce et Développement Canada",1582814,1656724,USD
XM-DAC-41114-OUTPUT-00059078,Sustainable Urban Transport,United Nations Development Programme,1582113,2046673,USD
41119-IN-REGULAR-U6-NGO,UNFPA India regular-funded Young People's Sexual and Reproductive Health and Sexuality Education activities implemented by NGO,United Nations Population Fund,1581775,1581775,USD
XM-DAC-701-8-2014950483,TC AGGREGATED ACTIVITIES,Japan - Japan International Cooperation Agency (JICA),1580439,1372500,USD
US-6-IN-50-EPP-A-00-07-00008,US-6-IN-50-EPP-A-00-07-00008,United States,1575000,0,USD
DAC-1601-OPPGH5195,CARE,Bill & Melinda Gates Foundation,1570807,1570807,USD
DAC-1601-OPP1038535,Collectives for Integrated Livelihood Initiatives,Bill & Melinda Gates Foundation,1567638,750000,USD
DAC-1601-OPP1110154,Centre for Catalyzing Change,Bill & Melinda Gates Foundation,1562553,550000,USD
XM-DAC-701-8-2012010313,The Project for the Eradication of Poliomyelitis,Japan - Japan International Cooperation Agency (JICA),1558918,1436144,USD
GB-1-202869-101,India: Infrastructure Loan Fund - TA,UK - Department for International Development (DFID),1556011,299457,USD
DAC-1601-OPP1092377,PATH,Bill & Melinda Gates Foundation,1548599,1048599,USD
41122-India-2040%2FA0%2F05%2F909%2F004,"Capacity enhanced at state and district levels for planning, implementation, budgeting and public f",United Nations Children's Fund (UNICEF),1545190,2520331,USD
SE-0-SE-6-5400007601-IND-15150,Frame LO-TCO Secretariat  South 2010-12 - Frame LO-TCO Secr 2010-12,"Sweden, through Swedish International Development Cooperation Agency (Sida)",1539877,1514076,USD
DAC-1601-OPP1002908,Nossal Institute Limited,Bill & Melinda Gates Foundation,1538972,1538972,USD
41122-India-2040%2FA0%2F04%2F835%2F121,"IR65-Evidence from integrated and UNJCP districts are collected, replicated and sustained to improve",United Nations Children's Fund (UNICEF),1528658,1236408,USD
SE-0-SE-6-5204032101-IND-72010,ICRC Emergency Appeal 2011,"Sweden, through Swedish International Development Cooperation Agency (Sida)",1525611,1525611,USD
SE-0-SE-6-5403047301-IND-15150,Framework Agreement LO-TCO South-East 2014-2016 - Framework Agreement LO-TCO Secretariat South 2014-,"Sweden, through Swedish International Development Cooperation Agency (Sida)",1523579,913132,USD
XM-DAC-701-8-2013950478,TC AGGREGATED ACTIVITIES,Japan - Japan International Cooperation Agency (JICA),1523445,1291798,USD
XM-DAC-301-2-106142-003,Institutional Support to Policy Research Organizations in India,Canada - International Development Research Centre/Centre de recherches pour le développement international,1515824,1524703,USD
DAC-1601-OPP30082,Family Health International,Bill & Melinda Gates Foundation,1515721,1515721,USD
XM-DAC-301-2-107086-001,Adapting to Climate Change in Urbanizing Watersheds,Canada - International Development Research Centre/Centre de recherches pour le développement international,1515281,1475538,USD
US-8-IN-30-HHS-2013-India-3001-75-13-0955,N/A,United States,1510662,1383869,USD
47122-02-IND-03A-Z,New vaccine support (NVS) for HEPB,GAVI Alliance,1504405,1504405,USD
XM-DAC-301-2-106142-006,Institutional Support to Policy Research Organizations in India,Canada - International Development Research Centre/Centre de recherches pour le développement international,1503787,1458428,USD
41304-592INT1000,"10,000 Principals Leadership Programme","United Nations Educational, Scientific and Cultural Organization (UNESCO)",1500000,121503,USD
DAC-1601-OPP1041078,International Bank for Reconstruction and Development,Bill & Melinda Gates Foundation,1500000,1500000,USD
US-8-IN-30-AID-OAA-A-13-00087,N/A,United States,1500000,1133102,USD
US-8-IN-30-AID-OAA-A-15-00013,N/A,United States,1500000,364000,USD
XM-DAC-41114-OUTPUT-00084310,3rd National CommunicationPlan,United Nations Development Programme,1500000,993262,USD
DAC-1601-OPP1108606,The University of Manitoba,Bill & Melinda Gates Foundation,1499915,1166638,USD
DAC-1601-OPP1082978,Population Services International,Bill & Melinda Gates Foundation,1499883,1349883,USD
DAC-1601-OPP1055831,PATH,Bill & Melinda Gates Foundation,1499500,1499500,USD
DAC-1601-OPP1111685,Family Care International,Bill & Melinda Gates Foundation,1497686,583228,USD
XM-DAC-41114-OUTPUT-00082275,Strategic program. engagement,United Nations Development Programme,1495768,1719285,USD
DAC-1601-OPPGH5296,"INCLEN, Inc.",Bill & Melinda Gates Foundation,1493862,1493862,USD
SE-0-SE-6-7250000801-IND-16061,IND Music training proj,"Sweden, through Swedish International Development Cooperation Agency (Sida)",1483800,1473977,USD
41304-513GLO2017,Sustainable Management of Marginal Drylands (SUMAMAD) - Phase 2,"United Nations Educational, Scientific and Cultural Organization (UNESCO)",1480050,1477417,USD
SE-0-SE-6-4310001201-IND-43030,Sustain city:Pune,"Sweden, through Swedish International Development Cooperation Agency (Sida)",1479837,1229634,USD
XM-DAC-701-8-2013955815,TC AGGREGATED ACTIVITIES,Japan - Japan International Cooperation Agency (JICA),1475090,1250795,USD
XM-DAC-301-2-107878-001,TTI Phase 2 Institutional Support: Centre for Policy Research,Canada - International Development Research Centre/Centre de recherches pour le développement international,1457723,403938,USD
DAC-1601-OPP1110266,Population Council,Bill & Melinda Gates Foundation,1449991,350715,USD
GB-COH-RC000346-MR%2FK007270%2F1,Community intervention to improve growth among children under 2 in rural India,UK - Medical Research Council,1448633,39438,USD
XM-DAC-301-2-106505-002,Alleviating Poverty and Malnutrition in Agro-biodiversity Hotspots of India (CIFSRF),Canada - International Development Research Centre/Centre de recherches pour le développement international,1440524,1383351,USD
DAC-1601-OPP1064842,KCETLink,Bill & Melinda Gates Foundation,1434258,1434258,USD
US-1-IN-80-AID-OAA-M-13-00004,n/a,United States,1430000,200000,USD
EU-1-2014%2F346-495,Technical Cooperation for Environment in India,European Commission - Development and Cooperation-EuropeAid,1421350,350498,USD
41119-IN-REGULAR-S6-NGO,UNFPA India regular-funded Adolescents,United Nations Population Fund,1420597,1420597,USD
DE-1-200370569,Credit Line for Communal Small Scale Enterprises,Germany - Ministry for Economic Cooperation and Development,1418547,950964,USD
41122-India-2040%2FA0%2F04%2F830%2F542,IR31-States have increased capacity to undertake planning and implementation of Right to Education A,United Nations Children's Fund (UNICEF),1416467,1351536,USD
DAC-1601-OPP1038686,Center for Development Research at the University of Bonn,Bill & Melinda Gates Foundation,1415344,1415344,USD
SE-0-SE-6-5408004901-IND-13020,Strengthening Midwives KI,"Sweden, through Swedish International Development Cooperation Agency (Sida)",1413415,1050569,USD
SE-0-SE-6-5408004601-IND-11230,NTP/Youth Friendly Health Services Lund univ-MAMTA - NTP/YFHS Lund univ,"Sweden, through Swedish International Development Cooperation Agency (Sida)",1406456,1485711,USD
41119-IN-REGULAR-S2-UNFPA,UNFPA India regular-funded Family planning activities implemented by UNFPA,United Nations Population Fund,1406050,1406050,USD
DAC-1601-OPP40795,Unitus Inc.,Bill & Melinda Gates Foundation,1402667,1402667,USD
DAC-1601-OPP1006593,CHU de Quebec-Universite Laval,Bill & Melinda Gates Foundation,1402243,1402243,USD
US-6-IN-50-AID-386-A-14-00002,US-6-IN-50-AID-386-A-14-00002,United States,1400000,239788,USD
US-8-IN-30-3%20U2G%20GH001087-01S2,N/A,United States,1400000,0,USD
US-8-IN-30-C327BE11F0D4,N/A,United States,1400000,0,USD
DAC-1601-OPP1082621,Welthungerhilfe,Bill & Melinda Gates Foundation,1397525,900000,USD
GB-COH-RC000346-MR%2FJ000175%2F1,Development and evaluation of a yoga-based cardiac rehabilitation programme (Yoga-CaRe) for secondary prevention of myocardial 12250arction,UK - Medical Research Council,1397199,407473,USD
EU-1-2011%2F260-613,COMMUNITY BASED SUSTAINABLE GROUNDWATER MANAGEMENT THROUGH SOCIAL REGULATIONS AND LOCAL GOVERNANCE,European Commission - Development and Cooperation-EuropeAid,1393845,985299,USD
EU-1-2013%2F312-235,Access to finance for sustainable production and consumption of agribusiness MSMEs in India.,European Commission - Development and Cooperation-EuropeAid,1369820,303187,USD
EU-1-2013%2F311-958,Strengthening participation in local governance to enhance access to entitlements and basic services by marginalised tribal communities,European Commission - Development and Cooperation-EuropeAid,1369818,332831,USD
EU-1-2013%2F312-142,Community Centred Approach to Enhancing Access to Public Services,European Commission - Development and Cooperation-EuropeAid,1369818,435787,USD
DAC-1601-OPP1091843,The Research Institute of the McGill University Health Centre,Bill & Melinda Gates Foundation,1369430,795661,USD
EU-1-2014%2F343-602,Technical Cooperation for Clean Energy in India,European Commission - Development and Cooperation-EuropeAid,1367882,292499,USD
FI-3-2008-296-645PL210,Frame agreement with NGO (Plan Finland),Finland - Ministry of Foreign Affairs,1360883,299698,USD
SE-0-SE-6-5504002101-IND-41010,IND DemoEnvironment,"Sweden, through Swedish International Development Cooperation Agency (Sida)",1359157,581503,USD
SE-0-SE-6-4100272101-IND-99810,India staff costs loc/SAK - Adm contrib,"Sweden, through Swedish International Development Cooperation Agency (Sida)",1351905,1043599,USD
XM-DAC-701-8-2013950483,TC AGGREGATED ACTIVITIES,Japan - Japan International Cooperation Agency (JICA),1350131,1144837,USD
US-8-IN-30-3%20U2G%20GH001103-01S1,N/A,United States,1350000,585073,USD
EU-1-2013%2F312-151,Initiative for transparent and accountable governance systems in Jharkhand,European Commission - Development and Cooperation-EuropeAid,1348140,502706,USD
EU-1-2013%2F312-374,Improving access to information and delivery of Public schemes in Remote and backward districts of North East India,European Commission - Development and Cooperation-EuropeAid,1348140,366566,USD
EU-1-2013%2F311-989,PROJECT SAMMALIT VIKAS JANKARI - Improving access by people living with disability to information on public schemes in backward districts in India,European Commission - Development and Cooperation-EuropeAid,1347627,453044,USD
41119-IN-REGULAR-U6-GOV,UNFPA India regular-funded Young People's Sexual and Reproductive Health and Sexuality Education activities implemented by GOV,United Nations Population Fund,1347271,1347271,USD
XM-DAC-41114-OUTPUT-00087556,Strengthening comm. resilience,United Nations Development Programme,1331600,3732165,USD
SE-0-SE-6-7300205601-IND-41010,CSE 00-02,"Sweden, through Swedish International Development Cooperation Agency (Sida)",1326332,1147489,USD
EU-1-2013%2F311-983,Soochna Seva: Facilitating information flow and management of public schemes for citizen empowerment and good governance in backward districts in India,European Commission - Development and Cooperation-EuropeAid,1315026,449259,USD
EU-1-2012%2F302-317,Strengthening and Empowering Urban Local Authorities in the Delivery of Decentralised Sanitation Services,European Commission - Development and Cooperation-EuropeAid,1310289,240317,USD
SE-0-SE-6-4310005501-IND-41020,"National Training Programme India                 ""Air Pollution""                                   SMHI Swedish Meteorological and Hydrological Inst - NTP Air Pollution SMHI","Sweden, through Swedish International Development Cooperation Agency (Sida)",1310238,915545,USD
US-6-IN-50-AID-OAA-A-14-00008,US-6-IN-50-AID-OAA-A-14-00008,United States,1307747,111385,USD
DAC-1601-OPP1098574,"Center for Disease Dynamics, Economics",Bill & Melinda Gates Foundation,1300240,604025,USD
US-6-IN-50-AID-386-A-14-00008,US-6-IN-50-AID-386-A-14-00008,United States,1300000,54984,USD
XM-DAC-41114-OUTPUT-00076820,Small Grant Programme,United Nations Development Programme,1300000,2510276,USD
EU-1-2012%2F302-112,"Innovative Solutions to Sanitation Problems in Urban Slums, Pune, India",European Commission - Development and Cooperation-EuropeAid,1297822,318849,USD
EU-1-2012%2F281-695,"Laying sewer network, providing household sewer connections and constructing decentralised Sewage Treatment Facility in Burhanpur City",European Commission - Development and Cooperation-EuropeAid,1297479,95364,USD
EU-1-2012%2F302-102,Implementation of city sanitation plan in Raisen city,European Commission - Development and Cooperation-EuropeAid,1297479,763163,USD
GB-COH-RC000346-MR%2FJ000183%2F1,A pragmatic and scalable strategy using mobile technology to promote sustained lifestyle changes to prevent Type 2 diabetes in India and the UK,UK - Medical Research Council,1294009,445974,USD
EU-1-2013%2F311-515,Going Green,European Commission - Development and Cooperation-EuropeAid,1291819,602702,USD
XM-DAC-701-8-2013955835,TC AGGREGATED ACTIVITIES,Japan - Japan International Cooperation Agency (JICA),1291775,1095354,USD
DAC-1601-OPP1116683,"Social Money, LLC",Bill & Melinda Gates Foundation,1291692,0,USD
XI-IATI-EC_ECHO-ECHO%2FIND%2FBUD%2F2012%2F01000,"Emergency response to most vulnerable victims of cyclone Thane (Tamil Nadu state and Puducherry Union Territory, India)",European Commission - Humanitarian Aid & Civil Protection,1291443,0,USD
XM-DAC-701-8-2013955823,TC AGGREGATED ACTIVITIES,Japan - Japan International Cooperation Agency (JICA),1290794,1094522,USD
DAC-1601-OPP52198,World Food Logistics Organization (WFLO),Bill & Melinda Gates Foundation,1280342,1280342,USD
XM-DAC-701-8-2014957695,TC AGGREGATED ACTIVITIES,Japan - Japan International Cooperation Agency (JICA),1279431,1111096,USD
FI-3-2004-3010-64512401,PARTICULATE AIR POLLUTION,Finland - Ministry of Foreign Affairs,1278096,286679,USD
