PROJECT_ID,PROJECT_DESCR,PROJECT_LOCATIONS_COUNT,PARTNER_DESCR,PointName,POINT_PROJECTS_COUNT,PointType,lat,lng,GeoPrecisionDescr,COUNTRY,ADM1,ADM2,ADM3,LOCALITY,SUB_LOCALITY,NEIGHBOURHOOD
77264,"00077264 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77264,"00077264 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77265,"00077265 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77265,"00077265 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77265,"00077265 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77265,"00077265 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77265,"00077265 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77265,"00077265 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77265,"00077265 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77265,"00077265 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77265,"00077265 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77265,"00077265 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77266,"00077266 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77266,"00077266 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77266,"00077266 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77266,"00077266 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77266,"00077266 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77266,"00077266 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77266,"00077266 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77266,"00077266 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77266,"00077266 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77266,"00077266 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77267,"00077267 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77267,"00077267 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77267,"00077267 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77267,"00077267 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77267,"00077267 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Human Settlement Programme (UN-HABITAT),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77267,"00077267 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,International Fund for Agricultural Development (IFAD),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77267,"00077267 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Germany,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77267,"00077267 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Italy,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77267,"00077267 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,"Global Fund to Fight AIDS, Tuberculosis and Malaria (GFATM)",Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77267,"00077267 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,World Bank,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77268,"00077268 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Three Millennium Development Goal Fund (3MDG),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77268,"00077268 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,UNDP Joint Programme,Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77268,"00077268 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,Office of the United Nations High Commissioner for Refugees (UNHCR),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
77268,"00077268 Principal Recipient for Global Fund to Fight AIDS, Tuberculosis and Malaria Grants",1,United Nations Environment Programme (UNEP),Myanmar,72,marker,21.913965,95.956223,"The location can only be related to an independent political entity, meaning the pair of coordinates that represent a country.",Myanmar,Sagaing,,,Sagaing,,
