recipient-country-code,recipient-country,recipient-country-percentage,transaction-type,transaction-date,default-currency,transaction-value,transaction_ref,transaction_value_currency,transaction_value_value-date,transaction_provider-org,transaction_provider-org_ref,transaction_provider-org_provider-activity-id,transaction_receiver-org,transaction_receiver-org_ref,transaction_receiver-org_receiver-activity-id,transaction_description,transaction_flow-type_code,transaction_finance-type_code,transaction_aid-type_code,transaction_tied-status_code,transaction_disbursement-channel_code,transaction_recipient-country-code,transaction_recipient-country,transaction_recipient-region-code,transaction_recipient-region,transaction_sector-code,transaction_sector,transaction_sector-vocabulary,transaction_sector-vocabulary-code,iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,reporting-org-type-code,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org-type-code (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org-type-code (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org-type-code (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),participating-org-type-code (Implementing),recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,sector-vocabulary-code,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code
IN,India,100,3,2012-07-26,USD,370601,,,2012-07-26,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP30183_01,American University,,,,,,,,3,,,,,,,,,DAC-1601-OPP30183_01,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,American University,to implement structural interventions for HIV prevention among high-risk groups in India,3,2009-01-07,2014-12-31,2009-01-07,2014-12-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,American University,,,,,,,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,3,2013-03-28,USD,308594,,,2013-03-28,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP30183_01,American University,,,,,,,,3,,,,,,,,,DAC-1601-OPP30183_01,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,American University,to implement structural interventions for HIV prevention among high-risk groups in India,3,2009-01-07,2014-12-31,2009-01-07,2014-12-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,American University,,,,,,,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,3,2014-04-10,USD,54794.31,,,2014-04-10,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP30183_01,American University,,,,,,,,3,,,,,,,,,DAC-1601-OPP30183_01,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,American University,to implement structural interventions for HIV prevention among high-risk groups in India,3,2009-01-07,2014-12-31,2009-01-07,2014-12-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,American University,,,,,,,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,3,2015-04-10,USD,-39.93,,,2015-04-10,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP30183_01,American University,,,,,,,,3,,,,,,,,,DAC-1601-OPP30183_01,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,American University,to implement structural interventions for HIV prevention among high-risk groups in India,3,2009-01-07,2014-12-31,2009-01-07,2014-12-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,American University,,,,,,,13040,STD control including HIV/AIDS,100,OECD Development Assistance Committee,DAC,6,110,30,C01,5
IN,India,100,2,2012-12-31,USD,58430,Commitment,USD,2012-01-01,UNICEF (FOR GR ALLOCATIONS ONLY),,,UNICEF-41122,,2040/A0/04/826/172,"
        ",,,,,,,,,,,,,1,41122-India-2040/A0/04/826/172,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR12-TECH-PARTNERSHIPS FOR MCH,IR12-TECH-PARTNERSHIPS FOR MCH,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,2,2012-12-31,USD,66,Commitment,USD,2012-01-01,YOUNG CHILD SURVIVAL & DEVELOPMENT,,,UNICEF-41122,,2040/A0/04/826/172,"
        ",,,,,,,,,,,,,1,41122-India-2040/A0/04/826/172,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR12-TECH-PARTNERSHIPS FOR MCH,IR12-TECH-PARTNERSHIPS FOR MCH,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,2,2012-12-31,USD,67858,Commitment,USD,2012-01-01,The United Kingdom,,,UNICEF-41122,,2040/A0/04/826/172,"
        ",,,,,,,,,,,,,1,41122-India-2040/A0/04/826/172,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR12-TECH-PARTNERSHIPS FOR MCH,IR12-TECH-PARTNERSHIPS FOR MCH,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,2,2013-12-31,USD,3180,Commitment,USD,2013-01-01,The United Kingdom,,,UNICEF-41122,,2040/A0/04/826/172,"
        ",,,,,,,,,,,,,1,41122-India-2040/A0/04/826/172,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR12-TECH-PARTNERSHIPS FOR MCH,IR12-TECH-PARTNERSHIPS FOR MCH,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,4,2012-12-31,USD,120982,Expense,USD,2012-12-31,"
        ",,,UNICEF-41122,,,"
        ",,,,,,,,,,12110,Health policy and administrative management,,1,41122-India-2040/A0/04/826/172,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR12-TECH-PARTNERSHIPS FOR MCH,IR12-TECH-PARTNERSHIPS FOR MCH,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,4,2013-12-31,USD,3402,Expense,USD,2013-12-31,"
        ",,,UNICEF-41122,,,"
        ",,,,,,,,,,12110,Health policy and administrative management,,1,41122-India-2040/A0/04/826/172,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR12-TECH-PARTNERSHIPS FOR MCH,IR12-TECH-PARTNERSHIPS FOR MCH,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,3,2015-08-31,USD,0,Disbursement,USD,2015-08-31,"
        ",,,UNICEF-41122,,,"
        ",,,,,,,,,,,,,1,41122-India-2040/A0/04/826/172,1,2015-10-06 00:00:00,en,UNICEF,41122,Multilateral,40,IR12-TECH-PARTNERSHIPS FOR MCH,IR12-TECH-PARTNERSHIPS FOR MCH,1,2012-01-01,2012-12-31,2012-01-01,2012-12-31,,,,,,,,,,,,,,,,,998,"Developing countries, unspecified",100,,,,,,4,110,10,B03,5
IN,India,100,2,2012-06-25,USD,486360,,,2012-06-25,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP1045542,Mahilia Housing SEWA Trust,,,,,,,,2,,,,,,,,,DAC-1601-OPP1045542,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,Mahilia Housing SEWA Trust,"to pilot a women-led model of sanitation service delivery in Bihar, India",2,2012-06-25,2016-03-31,2012-06-25,2016-03-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Mahilia Housing SEWA Trust,,,,,,,14032;12261,Basic sanitation;Health education,90;10,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,6,110,30,C01,5
IN,India,100,3,2012-07-05,USD,353002,,,2012-07-05,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP1045542,Mahilia Housing SEWA Trust,,,,,,,,3,,,,,,,,,DAC-1601-OPP1045542,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,Mahilia Housing SEWA Trust,"to pilot a women-led model of sanitation service delivery in Bihar, India",2,2012-06-25,2016-03-31,2012-06-25,2016-03-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Mahilia Housing SEWA Trust,,,,,,,14032;12261,Basic sanitation;Health education,90;10,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,6,110,30,C01,5
IN,India,100,3,2013-11-14,USD,133358,,,2013-11-14,Bill & Melinda Gates Foundation,DAC-1601,DAC-1601OPP1045542,Mahilia Housing SEWA Trust,,,,,,,,3,,,,,,,,,DAC-1601-OPP1045542,,2015-08-27 00:00:00,en,Bill and Melinda Gates Foundation,DAC-1601,Foundation,60,Mahilia Housing SEWA Trust,"to pilot a women-led model of sanitation service delivery in Bihar, India",2,2012-06-25,2016-03-31,2012-06-25,2016-03-31,,,,,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Bill & Melinda Gates Foundation,DAC-1601,Foundation,60,Mahilia Housing SEWA Trust,,,,,,,14032;12261,Basic sanitation;Health education,90;10,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,6,110,30,C01,5
IN,India,100,3,,USD,2412.5,,,,,,,,,,,,,,,,,,,,,,,,US-HHS-IN-30-c3c2f733,2,2015-09-30 00:00:00,en,USA,US-USAGOV,Government,10,,,0,2013-10-01,2014-09-30,,,Department of Health and Human Services,,Government,10,USA,US-USAGOV,Government,10,Department of Health and Human Services,,Government,10,CAMBRIDGE COMMUNICATIONS 305709,,,,,,,3000,,100,,99,1,110,10,C01,5
ZA,South Africa,0.89,2,2007-03-01,CAD,19450549.00,,,2007-03-01,,,CA-3,,,,,10,,,5,,,,,,,,,,CA-3-S063747PRG,1,2015-09-30 00:00:00,,"Foreign Affairs, Trade and Development Canada (DFATD)",CA-3,Government,10,Canadian Co-operative Association - Program 2007-2011,"This program aims to help poor households to improve their education and increase their income and assets by working through cooperatives, thereby enhancing their quality of life. The Canadian Co-operative Association (CCA) and its international partners are committed to developing gender-equitable opportunities and empowering poor women and men through the development of sustainable member-owned institutions that serve as a conduit for communities to develop themselves. The program is built on three principles: (1) ensuring holistic development by promoting sustainable livelihoods, (2) concentrating on cooperatives as key transformative structures for development, and (3) developing gender-equitable opportunities and empowerment within communities as a strategy for poverty reduction.     CIDA has provided $437,920 in additional support to this program for activities in Africa.",4,,,2007-03-01,2011-03-31,,,,,Canada,CA,Government,10,Canadian International Development Agency,CA-1,Government,10,CCA - Canadian Co-operative Association,CA-CRA_ACR-100762376,National NGO,22,,,,99820;32130;31194;25010;24081;24040;15150,Promotion of development awareness;Small and medium-sized enterprises (SME) development;Agricultural co-operatives;Business support services and institutions;Education/training in banking and financial services;Informal/semi-formal financial intermediaries;Democratic participation and civil society,11;6;6;11;18;22;23,;;;;;;,1;1;1;1;1;1;1,1,10,,C01,
ZA,South Africa,0.89,3,2007-03-13,CAD,1300000.00,,,2007-03-13,,,,,CA-CRA_ACR-100762376,,,10,,,,,,,,,,,,,CA-3-S063747PRG,1,2015-09-30 00:00:00,,"Foreign Affairs, Trade and Development Canada (DFATD)",CA-3,Government,10,Canadian Co-operative Association - Program 2007-2011,"This program aims to help poor households to improve their education and increase their income and assets by working through cooperatives, thereby enhancing their quality of life. The Canadian Co-operative Association (CCA) and its international partners are committed to developing gender-equitable opportunities and empowering poor women and men through the development of sustainable member-owned institutions that serve as a conduit for communities to develop themselves. The program is built on three principles: (1) ensuring holistic development by promoting sustainable livelihoods, (2) concentrating on cooperatives as key transformative structures for development, and (3) developing gender-equitable opportunities and empowerment within communities as a strategy for poverty reduction.     CIDA has provided $437,920 in additional support to this program for activities in Africa.",4,,,2007-03-01,2011-03-31,,,,,Canada,CA,Government,10,Canadian International Development Agency,CA-1,Government,10,CCA - Canadian Co-operative Association,CA-CRA_ACR-100762376,National NGO,22,,,,99820;32130;31194;25010;24081;24040;15150,Promotion of development awareness;Small and medium-sized enterprises (SME) development;Agricultural co-operatives;Business support services and institutions;Education/training in banking and financial services;Informal/semi-formal financial intermediaries;Democratic participation and civil society,11;6;6;11;18;22;23,;;;;;;,1;1;1;1;1;1;1,1,10,,C01,
ZA,South Africa,0.89,3,2007-07-11,CAD,1149079.00,,,2007-07-11,,,,,CA-CRA_ACR-100762376,,,10,,,,,,,,,,,,,CA-3-S063747PRG,1,2015-09-30 00:00:00,,"Foreign Affairs, Trade and Development Canada (DFATD)",CA-3,Government,10,Canadian Co-operative Association - Program 2007-2011,"This program aims to help poor households to improve their education and increase their income and assets by working through cooperatives, thereby enhancing their quality of life. The Canadian Co-operative Association (CCA) and its international partners are committed to developing gender-equitable opportunities and empowering poor women and men through the development of sustainable member-owned institutions that serve as a conduit for communities to develop themselves. The program is built on three principles: (1) ensuring holistic development by promoting sustainable livelihoods, (2) concentrating on cooperatives as key transformative structures for development, and (3) developing gender-equitable opportunities and empowerment within communities as a strategy for poverty reduction.     CIDA has provided $437,920 in additional support to this program for activities in Africa.",4,,,2007-03-01,2011-03-31,,,,,Canada,CA,Government,10,Canadian International Development Agency,CA-1,Government,10,CCA - Canadian Co-operative Association,CA-CRA_ACR-100762376,National NGO,22,,,,99820;32130;31194;25010;24081;24040;15150,Promotion of development awareness;Small and medium-sized enterprises (SME) development;Agricultural co-operatives;Business support services and institutions;Education/training in banking and financial services;Informal/semi-formal financial intermediaries;Democratic participation and civil society,11;6;6;11;18;22;23,;;;;;;,1;1;1;1;1;1;1,1,10,,C01,
ZA,South Africa,0.89,3,2007-10-16,CAD,944792.00,,,2007-10-16,,,,,CA-CRA_ACR-100762376,,,10,,,,,,,,,,,,,CA-3-S063747PRG,1,2015-09-30 00:00:00,,"Foreign Affairs, Trade and Development Canada (DFATD)",CA-3,Government,10,Canadian Co-operative Association - Program 2007-2011,"This program aims to help poor households to improve their education and increase their income and assets by working through cooperatives, thereby enhancing their quality of life. The Canadian Co-operative Association (CCA) and its international partners are committed to developing gender-equitable opportunities and empowering poor women and men through the development of sustainable member-owned institutions that serve as a conduit for communities to develop themselves. The program is built on three principles: (1) ensuring holistic development by promoting sustainable livelihoods, (2) concentrating on cooperatives as key transformative structures for development, and (3) developing gender-equitable opportunities and empowerment within communities as a strategy for poverty reduction.     CIDA has provided $437,920 in additional support to this program for activities in Africa.",4,,,2007-03-01,2011-03-31,,,,,Canada,CA,Government,10,Canadian International Development Agency,CA-1,Government,10,CCA - Canadian Co-operative Association,CA-CRA_ACR-100762376,National NGO,22,,,,99820;32130;31194;25010;24081;24040;15150,Promotion of development awareness;Small and medium-sized enterprises (SME) development;Agricultural co-operatives;Business support services and institutions;Education/training in banking and financial services;Informal/semi-formal financial intermediaries;Democratic participation and civil society,11;6;6;11;18;22;23,;;;;;;,1;1;1;1;1;1;1,1,10,,C01,
ZA,South Africa,0.89,3,2008-02-19,CAD,861038.00,,,2008-02-19,,,,,CA-CRA_ACR-100762376,,,10,,,,,,,,,,,,,CA-3-S063747PRG,1,2015-09-30 00:00:00,,"Foreign Affairs, Trade and Development Canada (DFATD)",CA-3,Government,10,Canadian Co-operative Association - Program 2007-2011,"This program aims to help poor households to improve their education and increase their income and assets by working through cooperatives, thereby enhancing their quality of life. The Canadian Co-operative Association (CCA) and its international partners are committed to developing gender-equitable opportunities and empowering poor women and men through the development of sustainable member-owned institutions that serve as a conduit for communities to develop themselves. The program is built on three principles: (1) ensuring holistic development by promoting sustainable livelihoods, (2) concentrating on cooperatives as key transformative structures for development, and (3) developing gender-equitable opportunities and empowerment within communities as a strategy for poverty reduction.     CIDA has provided $437,920 in additional support to this program for activities in Africa.",4,,,2007-03-01,2011-03-31,,,,,Canada,CA,Government,10,Canadian International Development Agency,CA-1,Government,10,CCA - Canadian Co-operative Association,CA-CRA_ACR-100762376,National NGO,22,,,,99820;32130;31194;25010;24081;24040;15150,Promotion of development awareness;Small and medium-sized enterprises (SME) development;Agricultural co-operatives;Business support services and institutions;Education/training in banking and financial services;Informal/semi-formal financial intermediaries;Democratic participation and civil society,11;6;6;11;18;22;23,;;;;;;,1;1;1;1;1;1;1,1,10,,C01,
ZA,South Africa,0.89,3,2008-05-13,CAD,1415113.00,,,2008-05-13,,,,,CA-CRA_ACR-100762376,,,10,,,,,,,,,,,,,CA-3-S063747PRG,1,2015-09-30 00:00:00,,"Foreign Affairs, Trade and Development Canada (DFATD)",CA-3,Government,10,Canadian Co-operative Association - Program 2007-2011,"This program aims to help poor households to improve their education and increase their income and assets by working through cooperatives, thereby enhancing their quality of life. The Canadian Co-operative Association (CCA) and its international partners are committed to developing gender-equitable opportunities and empowering poor women and men through the development of sustainable member-owned institutions that serve as a conduit for communities to develop themselves. The program is built on three principles: (1) ensuring holistic development by promoting sustainable livelihoods, (2) concentrating on cooperatives as key transformative structures for development, and (3) developing gender-equitable opportunities and empowerment within communities as a strategy for poverty reduction.     CIDA has provided $437,920 in additional support to this program for activities in Africa.",4,,,2007-03-01,2011-03-31,,,,,Canada,CA,Government,10,Canadian International Development Agency,CA-1,Government,10,CCA - Canadian Co-operative Association,CA-CRA_ACR-100762376,National NGO,22,,,,99820;32130;31194;25010;24081;24040;15150,Promotion of development awareness;Small and medium-sized enterprises (SME) development;Agricultural co-operatives;Business support services and institutions;Education/training in banking and financial services;Informal/semi-formal financial intermediaries;Democratic participation and civil society,11;6;6;11;18;22;23,;;;;;;,1;1;1;1;1;1;1,1,10,,C01,
